Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Species
284	Spectrogram 1	1	320.069975328	320.144358394	2924.194	3833.065	4-added-channels.wav	EATO
285	Spectrogram 1	1	321.653449680	321.732791617	7152.419	7745.161	4-added-channels.wav	SOSP
286	Spectrogram 1	1	323.458303898	323.527728093	5413.710	8179.839	4-added-channels.wav	BWWA
287	Spectrogram 1	1	324.264830262	324.361528248	2370.968	3556.452	4-added-channels.wav	GRCA
289	Spectrogram 1	1	324.930913467	325.030090888	2331.452	2884.677	4-added-channels.wav	RWBL
290	Spectrogram 1	1	326.775438653	326.958916883	4149.194	7231.452	4-added-channels.wav	COYE
291	Spectrogram 1	1	328.442329147	328.521671084	2173.387	3516.935	4-added-channels.wav	GRCA
292	Spectrogram 1	1	329.538949469	329.645565197	2647.581	3477.419	4-added-channels.wav	GRCA
293	Spectrogram 1	1	329.474484145	329.605894228	6915.323	7429.032	4-added-channels.wav	SOSP
294	Spectrogram 1	1	331.203360527	331.282702464	2529.032	3082.258	4-added-channels.wav	TUTI
296	Spectrogram 1	1	332.844571978	332.901598995	2173.387	2766.129	4-added-channels.wav	GRCA
297	Spectrogram 1	1	333.352856262	333.491704652	7152.419	7824.194	4-added-channels.wav	SOSP
298	Spectrogram 1	1	333.407403844	333.481786910	2924.194	4702.419	4-added-channels.wav	COYE
299	Spectrogram 1	1	335.024705627	335.084212080	5018.548	5650.806	4-added-channels.wav	SOSP
300	Spectrogram 1	1	334.674220263	334.726288409	1857.258	2450.000	4-added-channels.wav	GRCA
301	Spectrogram 1	1	335.537063829	335.599049717	2450.000	3042.742	4-added-channels.wav	GRCA
302	Spectrogram 1	1	336.942728926	337.168357559	2647.581	3595.968	4-added-channels.wav	RWBL
303	Spectrogram 1	1	337.510519663	338.165090644	2450.000	3161.290	4-added-channels.wav	RWBL
304	Spectrogram 1	1	337.379109580	337.418780548	3833.065	4583.871	4-added-channels.wav	GRCA
305	Spectrogram 1	1	339.505405463	339.703760306	4188.710	7112.903	4-added-channels.wav	COYE
306	Spectrogram 1	1	341.659860091	341.791270174	2845.161	4820.968	4-added-channels.wav	ALFL
307	Spectrogram 1	1	342.413608493	342.535100835	6954.839	7389.516	4-added-channels.wav	SOSP
308	Spectrogram 1	1	342.278834021	342.350737651	3161.290	4109.677	4-added-channels.wav	EATO
309	Spectrogram 1	1	343.764725721	343.831670480	2529.032	3279.839	4-added-channels.wav	GRCA
310	Spectrogram 1	1	345.298611362	345.372994428	2370.968	3121.774	4-added-channels.wav	GRCA
311	Spectrogram 1	1	346.937343400	347.086109532	7112.903	7705.645	4-added-channels.wav	SOSP
312	Spectrogram 1	1	349.258214786	349.369789385	2884.677	4030.645	4-added-channels.wav	EATO
313	Spectrogram 1	1	351.122750154	351.331022738	3833.065	4583.871	4-added-channels.wav	SOSP
314	Spectrogram 1	1	353.023417403	353.789562983	2410.484	3042.742	4-added-channels.wav	RWBL
315	Spectrogram 1	1	354.239050630	354.375419585	3121.774	4386.290	4-added-channels.wav	EATO
316	Spectrogram 1	1	354.650636929	354.819238545	6796.774	7587.097	4-added-channels.wav	SOSP
317	Spectrogram 1	1	355.647195163	355.714139922	2963.710	4583.871	4-added-channels.wav	ALFL
318	Spectrogram 1	1	356.162917754	356.279451224	3595.968	4346.774	4-added-channels.wav	EATO
319	Spectrogram 1	1	356.329039935	356.408381872	2845.161	4662.903	4-added-channels.wav	GRCA
320	Spectrogram 1	1	358.980976151	359.117345105	3082.258	5295.161	4-added-channels.wav	ALFL
321	Spectrogram 1	1	358.636334612	358.698320500	3951.613	4346.774	4-added-channels.wav	SOSP
322	Spectrogram 1	1	361.454393009	361.605638577	7073.387	7863.710	4-added-channels.wav	SOSP
323	Spectrogram 1	1	363.349391572	363.500637140	4149.194	7310.484	4-added-channels.wav	COYE
324	Spectrogram 1	1	364.384910672	364.466732044	2489.516	3200.806	4-added-channels.wav	GRCA
325	Spectrogram 1	1	365.493927883	365.568310949	3279.839	3991.129	4-added-channels.wav	GRCA
326	Spectrogram 1	1	366.293015940	366.404590539	6875.806	7468.548	4-added-channels.wav	SOSP
327	Spectrogram 1	1	367.940103670	368.009527865	2924.194	4979.032	4-added-channels.wav	EAPH
328	Spectrogram 1	1	369.076394960	369.138380848	2370.968	2924.194	4-added-channels.wav	SOSP
329	Spectrogram 1	1	369.726007070	370.154949417	2608.065	3319.355	4-added-channels.wav	RWBL
330	Spectrogram 1	1	370.271482887	370.353304260	3240.323	4030.645	4-added-channels.wav	EATO
331	Spectrogram 1	1	373.165519120	373.413462673	4979.032	6559.677	4-added-channels.wav	RWBL
332	Spectrogram 1	1	373.771211205	373.828238223	3714.516	4583.871	4-added-channels.wav	COYE
333	Spectrogram 1	1	375.681971048	375.741477501	2963.710	4781.452	4-added-channels.wav	COYE
334	Spectrogram 1	1	376.777706703	377.209128486	4860.484	6480.645	4-added-channels.wav	RWBL
335	Spectrogram 1	1	377.417401071	377.509140186	2963.710	4346.774	4-added-channels.wav	EATO
336	Spectrogram 1	1	378.695020186	378.729732284	2291.935	4425.806	4-added-channels.wav	GRCA
337	Spectrogram 1	1	379.922165925	380.118041332	5097.581	6401.613	4-added-channels.wav	RWBL
338	Spectrogram 1	1	380.849474814	380.985843769	7152.419	7784.677	4-added-channels.wav	SOSP
339	Spectrogram 1	1	382.998085905	383.047674616	2726.613	3675.000	4-added-channels.wav	GRCA
340	Spectrogram 1	1	383.886433642	384.059994129	4346.774	7231.452	4-added-channels.wav	COYE
341	Spectrogram 1	1	386.239243112	386.390488680	4465.323	5295.161	4-added-channels.wav	RWBL
342	Spectrogram 1	1	387.079771758	387.186387486	2647.581	4346.774	4-added-channels.wav	ALFL
343	Spectrogram 1	1	387.241644883	387.355698918	6836.290	7508.065	4-added-channels.wav	SOSP
345	Spectrogram 1	1	389.222538737	389.304360109	2726.613	3556.452	4-added-channels.wav	SOSP
346	Spectrogram 1	1	391.576942689	391.668681804	2845.161	3754.032	4-added-channels.wav	EATO
347	Spectrogram 1	1	393.576077257	393.987663556	4820.968	5729.839	4-added-channels.wav	SOSP
348	Spectrogram 1	1	395.111557668	395.302474204	3437.903	4109.677	4-added-channels.wav	RWBL
349	Spectrogram 1	1	395.448760900	395.637198001	7112.903	7705.645	4-added-channels.wav	SOSP
350	Spectrogram 1	1	396.299917104	396.624723159	3161.290	3675.000	4-added-channels.wav	RWBL
351	Spectrogram 1	1	397.510591460	397.567618477	2726.613	3833.065	4-added-channels.wav	SOSP
352	Spectrogram 1	1	398.789095242	399.287461784	2568.548	3082.258	4-added-channels.wav	RWBL
353	Spectrogram 1	1	399.938668375	399.990736522	6322.581	6875.806	4-added-channels.wav	SOSP
354	Spectrogram 1	1	401.255073505	401.314579958	3003.226	3912.097	4-added-channels.wav	GRCA
355	Spectrogram 1	1	403.050009981	403.151666838	1975.806	3082.258	4-added-channels.wav	RWBL
356	Spectrogram 1	1	405.573900504	405.621009779	2489.516	3121.774	4-added-channels.wav	GRCA
357	Spectrogram 1	1	405.621009779	405.782173088	5058.065	5413.710	4-added-channels.wav	SOSP
358	Spectrogram 1	1	406.586220017	406.633329292	3319.355	4741.935	4-added-channels.wav	AGOL
359	Spectrogram 1	1	407.772100017	407.925825021	4228.226	7112.903	4-added-channels.wav	COYE
360	Spectrogram 1	1	408.543204468	408.582875437	2291.935	3042.742	4-added-channels.wav	GRCA
361	Spectrogram 1	1	409.337333655	409.456346560	4900.000	5729.839	4-added-channels.wav	SOSP
362	Spectrogram 1	1	409.743076128	409.881924518	1304.032	2766.129	4-added-channels.wav	GRCA
363	Spectrogram 1	1	410.658697368	410.750436483	2450.000	3279.839	4-added-channels.wav	GRCA
364	Spectrogram 1	1	410.963667939	411.102516329	6717.742	7587.097	4-added-channels.wav	SOSP
365	Spectrogram 1	1	412.200021316	412.306637044	2252.419	2884.677	4-added-channels.wav	BAOR
366	Spectrogram 1	1	413.335427940	413.456920281	6796.774	7547.581	4-added-channels.wav	SOSP
367	Spectrogram 1	1	415.665037825	415.920419685	3279.839	4702.419	4-added-channels.wav	SOSP
368	Spectrogram 1	1	416.691524136	417.408081005	2529.032	3121.774	4-added-channels.wav	RWBL
369	Spectrogram 1	1	417.993937606	418.140224303	3872.581	6164.516	4-added-channels.wav	COYE
370	Spectrogram 1	1	419.321145432	419.455034951	2726.613	4386.290	4-added-channels.wav	EATO
371	Spectrogram 1	1	420.629402440	420.731059297	2331.452	3240.323	4-added-channels.wav	GRCA
372	Spectrogram 1	1	422.084656248	422.198710282	6757.258	7429.032	4-added-channels.wav	SOSP
373	Spectrogram 1	1	424.409306974	424.558073106	4149.194	7468.548	4-added-channels.wav	COYE
375	Spectrogram 1	1	426.358853119	426.467948282	3200.806	4070.161	4-added-channels.wav	EATO
376	Spectrogram 1	1	427.764517928	427.789312284	3279.839	3912.097	4-added-channels.wav	SOSP
377	Spectrogram 1	1	428.990068897	429.235533015	5018.548	5769.355	4-added-channels.wav	SOSP
378	Spectrogram 1	1	428.809070103	428.908247525	4109.677	6045.968	4-added-channels.wav	COYE
379	Spectrogram 1	1	430.624726729	430.694150924	3279.839	4741.935	4-added-channels.wav	SOSP
380	Spectrogram 1	1	431.352795823	431.447014373	6717.742	7468.548	4-added-channels.wav	SOSP
381	Spectrogram 1	1	431.960257528	432.428870844	2608.065	3003.226	4-added-channels.wav	RWBL
382	Spectrogram 1	1	433.465100047	433.512209322	4623.387	5216.129	4-added-channels.wav	SOSP
383	Spectrogram 1	1	433.415511336	433.484935531	2963.710	4504.839	4-added-channels.wav	GRCA
384	Spectrogram 1	1	434.062644010	434.139506512	3042.742	3991.129	4-added-channels.wav	EATO
385	Spectrogram 1	1	436.630989522	436.797111702	4228.226	7112.903	4-added-channels.wav	COYE
386	Spectrogram 1	1	437.909493303	438.117765888	6678.226	7152.419	4-added-channels.wav	SOSP
387	Spectrogram 1	1	439.228377869	439.322596419	2410.484	3121.774	4-added-channels.wav	GRCA
388	Spectrogram 1	1	442.306777285	442.398516399	2963.710	4109.677	4-added-channels.wav	EATO
389	Spectrogram 1	1	442.158011153	442.264626881	6638.710	7191.935	4-added-channels.wav	EATO
390	Spectrogram 1	1	443.877854459	443.996867365	6875.806	7705.645	4-added-channels.wav	SOSP
391	Spectrogram 1	1	446.242176441	446.284326845	6283.065	7112.903	4-added-channels.wav	SOSP
392	Spectrogram 1	1	448.322247716	448.409027959	6915.323	7508.065	4-added-channels.wav	SOSP
393	Spectrogram 1	1	450.421270096	450.617145503	4188.710	7310.484	4-added-channels.wav	COYE
394	Spectrogram 1	1	451.651779936	451.750957357	6875.806	7350.000	4-added-channels.wav	SOSP
395	Spectrogram 1	1	452.788955892	452.875736136	2331.452	2766.129	4-added-channels.wav	GRCA
396	Spectrogram 1	1	454.436010902	454.602133083	5216.129	5848.387	4-added-channels.wav	SOSP
397	Spectrogram 1	1	455.907025989	455.976450184	3042.742	5097.581	4-added-channels.wav	SOSP
398	Spectrogram 1	1	455.577261063	455.649164694	2450.000	3793.548	4-added-channels.wav	GRCA
399	Spectrogram 1	1	457.130097523	457.246630993	3042.742	3793.548	4-added-channels.wav	EATO
400	Spectrogram 1	1	457.035878972	457.102823732	4307.258	6045.968	4-added-channels.wav	COYE
401	Spectrogram 1	1	458.501935188	458.598633174	6915.323	7587.097	4-added-channels.wav	SOSP
402	Spectrogram 1	1	460.873695477	460.930722494	6322.581	7191.935	4-added-channels.wav	SOSP
403	Spectrogram 1	1	461.779399262	461.861220635	6757.258	7468.548	4-added-channels.wav	SOSP
404	Spectrogram 1	1	463.423974837	463.481001854	3082.258	4820.968	4-added-channels.wav	SOSP
405	Spectrogram 1	1	463.361988948	463.488440161	7666.129	8258.871	4-added-channels.wav	SOSP
406	Spectrogram 1	1	462.868581277	463.007429667	4307.258	7429.032	4-added-channels.wav	COYE
407	Spectrogram 1	1	464.409020559	464.493321367	3042.742	4267.742	4-added-channels.wav	EATO
408	Spectrogram 1	1	464.528033465	464.634649193	5058.065	5532.258	4-added-channels.wav	SOSP
409	Spectrogram 1	1	466.281704202	466.398237673	3240.323	5650.806	4-added-channels.wav	EATO
410	Spectrogram 1	1	469.166707647	469.206378615	3200.806	4860.484	4-added-channels.wav	COYE
411	Spectrogram 1	1	469.846072983	470.012195164	3991.129	4504.839	4-added-channels.wav	SOSP
412	Spectrogram 1	1	470.171588853	470.253410226	6954.839	7666.129	4-added-channels.wav	SOP
413	Spectrogram 1	1	470.850954190	470.903022336	3161.290	4583.871	4-added-channels.wav	SOSP
414	Spectrogram 1	1	471.728499518	471.961566458	3793.548	4504.839	4-added-channels.wav	EATO
415	Spectrogram 1	1	474.671414646	474.782989245	2450.000	3082.258	4-added-channels.wav	SOSP
416	Spectrogram 1	1	475.998622472	476.147388604	4070.161	7389.516	4-added-channels.wav	COYE
417	Spectrogram 1	1	476.740683512	476.824984320	2054.839	3675.000	4-added-channels.wav	GRCA
418	Spectrogram 1	1	477.390295621	477.467158123	6875.806	7626.613	4-added-channels.wav	SOSP
419	Spectrogram 1	1	478.607523618	478.751330879	6915.323	7389.516	4-added-channels.wav	SOSP
420	Spectrogram 1	1	478.929850237	478.976959512	3437.903	5334.677	4-added-channels.wav	SOSP
421	Spectrogram 1	1	479.076136934	479.358792584	2489.516	3042.742	4-added-channels.wav	RWBL
422	Spectrogram 1	1	478.845549429	478.934809108	2370.968	3200.806	4-added-channels.wav	GRCA
423	Spectrogram 1	1	480.495083874	480.566987505	3003.226	4544.355	4-added-channels.wav	GRCA
424	Spectrogram 1	1	480.138045158	480.279372983	7745.161	8140.323	4-added-channels.wav	SOSP
425	Spectrogram 1	1	482.004885264	482.104062685	2687.097	3398.387	4-added-channels.wav	EATO
426	Spectrogram 1	1	484.032888679	484.194051989	4939.516	5650.806	4-added-channels.wav	SOSP
427	Spectrogram 1	1	485.465117464	485.571733192	2370.968	3082.258	4-added-channels.wav	SOSP
428	Spectrogram 1	1	486.744331349	486.845988206	3161.290	4149.194	4-added-channels.wav	EATO
429	Spectrogram 1	1	487.780735402	487.944378147	4070.161	7310.484	4-added-channels.wav	COYE
430	Spectrogram 1	1	489.121935175	489.191359370	3121.774	4860.484	4-added-channels.wav	SOSP
431	Spectrogram 1	1	490.083071208	490.199604678	2568.548	4030.645	4-added-channels.wav	GRCA
432	Spectrogram 1	1	490.378124037	490.549205088	6915.323	7310.484	4-added-channels.wav	SOSP
433	Spectrogram 1	1	490.961501203	491.073075802	6678.226	7350.000	4-added-channels.wav	SOSP
434	Spectrogram 1	1	491.187129836	491.340854839	7152.419	7745.161	4-added-channels.wav	SOSP
435	Spectrogram 1	1	493.363014430	493.400205963	3437.903	4544.355	4-added-channels.wav	SOSP
436	Spectrogram 1	1	494.403492400	494.492752080	3872.581	4583.871	4-added-channels.wav	COYE
437	Spectrogram 1	1	495.647284085	495.701831666	4702.419	5216.129	4-added-channels.wav	SOSP
438	Spectrogram 1	1	496.858668544	497.029749595	7389.516	8061.290	4-added-channels.wav	SOSP
439	Spectrogram 1	1	497.200830647	497.267775407	2805.645	4702.419	4-added-channels.wav	GRCA
440	Spectrogram 1	1	497.728950416	497.867798806	5808.871	6401.613	4-added-channels.wav	SOSP
441	Spectrogram 1	1	498.143725965	498.190835241	3477.419	4425.806	4-added-channels.wav	GRCA
442	Spectrogram 1	1	499.408238088	499.564442526	4188.710	7468.548	4-added-channels.wav	COYE
443	Spectrogram 1	1	501.133750368	501.354420131	3042.742	4307.258	4-added-channels.wav	EATO
444	Spectrogram 1	1	507.029323515	507.272308198	3161.290	4188.710	4-added-channels.wav	BLJA
445	Spectrogram 1	1	508.133382143	508.187929725	3437.903	5295.161	4-added-channels.wav	AGOL
446	Spectrogram 1	1	508.473064811	508.592077717	2963.710	3951.613	4-added-channels.wav	EATO
447	Spectrogram 1	1	510.254009340	510.328392406	6954.839	7705.645	4-added-channels.wav	SOSP
448	Spectrogram 1	1	511.686948228	511.850590973	4228.226	7666.129	4-added-channels.wav	COYE
449	Spectrogram 1	1	513.162922186	513.269537914	6796.774	7508.065	4-added-channels.wav	SOSP
450	Spectrogram 1	1	514.161249752	514.218276769	3437.903	6322.581	4-added-channels.wav	EATO
451	Spectrogram 1	1	515.213240234	515.290102735	2963.710	3951.613	4-added-channels.wav	EATO
452	Spectrogram 1	1	517.375132881	517.449515947	3082.258	4781.452	4-added-channels.wav	EATO
453	Spectrogram 1	1	519.161036281	519.257734266	3279.839	4070.161	4-added-channels.wav	SOSP
454	Spectrogram 1	1	517.983304402	518.097358437	8100.806	8733.065	4-added-channels.wav	BCCH
455	Spectrogram 1	1	520.578213889	520.704665101	3279.839	3872.581	4-added-channels.wav	SOSP
456	Spectrogram 1	1	521.408824793	521.460892939	3042.742	4781.452	4-added-channels.wav	SOSP
457	Spectrogram 1	1	522.009558007	522.083941073	3398.387	4267.742	4-added-channels.wav	EATO
458	Spectrogram 1	1	522.145926962	522.267419303	4386.290	5058.065	4-added-channels.wav	RWBL
459	Spectrogram 1	1	523.738434102	523.869844186	4900.000	5453.226	4-added-channels.wav	SOSP
460	Spectrogram 1	1	524.909437490	525.063162493	4267.742	5058.065	4-added-channels.wav	RWBL
461	Spectrogram 1	1	525.735799338	525.906880390	6717.742	7508.065	4-added-channels.wav	SOSP
462	Spectrogram 1	1	526.100276361	526.261439671	4346.774	7468.548	4-added-channels.wav	COYE
463	Spectrogram 1	1	527.877856788	527.912568886	3042.742	4149.194	4-added-channels.wav	NHWR
464	Spectrogram 1	1	528.899384228	528.981205601	6796.774	7389.516	4-added-channels.wav	SOSP
465	Spectrogram 1	1	528.405091891	528.561296329	3754.032	4188.710	4-added-channels.wav	EATO
466	Spectrogram 1	1	530.133968273	530.235625130	4307.258	4979.032	4-added-channels.wav	SOSP
467	Spectrogram 1	1	530.967058613	531.048879985	2766.129	4702.419	4-added-channels.wav	GRCA
468	Spectrogram 1	1	531.639695458	531.728955137	3754.032	4149.194	4-added-channels.wav	SOSP
469	Spectrogram 1	1	534.628834619	534.725532605	3042.742	3675.000	4-added-channels.wav	EATO
470	Spectrogram 1	1	535.366821454	535.515587586	4425.806	5018.548	4-added-channels.wav	RWBL
471	Spectrogram 1	1	536.585818495	536.665160433	3437.903	3793.548	4-added-channels.wav	SOSP
472	Spectrogram 1	1	537.464248490	537.546069862	2568.548	4781.452	4-added-channels.wav	NHWR
473	Spectrogram 1	1	539.141056726	539.307178907	4149.194	7231.452	4-added-channels.wav	COYE
474	Spectrogram 1	1	541.064039183	541.143381120	7429.032	8219.355	4-added-channels.wav	SOSP
475	Spectrogram 1	1	542.246729933	542.286400901	3477.419	4741.935	4-added-channels.wav	COYE
476	Spectrogram 1	1	543.060694603	543.194584122	4425.806	5374.194	4-added-channels.wav	RWBL
477	Spectrogram 1	1	543.315191510	543.357341914	3042.742	4346.774	4-added-channels.wav	SOSP
478	Spectrogram 1	1	543.325109252	543.473875384	7626.613	8258.871	4-added-channels.wav	SOSP
479	Spectrogram 1	1	548.542201441	548.720720799	3200.806	4228.226	4-added-channels.wav	EATO
480	Spectrogram 1	1	549.164539760	549.209169600	5018.548	7508.065	4-added-channels.wav	NHWR
481	Spectrogram 1	1	550.168536300	550.857819379	2410.484	3161.290	4-added-channels.wav	RWBL
482	Spectrogram 1	1	552.068493735	552.239574787	4188.710	7310.484	4-added-channels.wav	COYE
483	Spectrogram 1	1	556.343575560	556.425396932	3042.742	3872.581	4-added-channels.wav	EATO
484	Spectrogram 1	1	556.417958626	556.479944514	4267.742	5650.806	4-added-channels.wav	SOSP
485	Spectrogram 1	1	558.184736357	558.221927890	3358.871	5058.065	4-added-channels.wav	NHWR
486	Spectrogram 1	1	559.875536540	559.959837348	3477.419	4741.935	4-added-channels.wav	COYE
487	Spectrogram 1	1	561.828271648	561.974558345	3754.032	4425.806	4-added-channels.wav	EATO
488	Spectrogram 1	1	563.221714418	563.340727324	2963.710	4149.194	4-added-channels.wav	EATO
489	Spectrogram 1	1	563.591860128	563.926583925	2766.129	3477.419	4-added-channels.wav	BLJA
490	Spectrogram 1	1	563.497641578	563.562106902	4662.903	5058.065	4-added-channels.wav	SOSP
491	Spectrogram 1	1	565.952992572	566.014978460	4504.839	5058.065	4-added-channels.wav	SOSP
492	Spectrogram 1	1	566.809107646	566.910764503	4544.355	5137.097	4-added-channels.wav	RWBL
493	Spectrogram 1	1	567.086804426	567.138872572	3912.097	4741.935	4-added-channels.wav	NHWR
494	Spectrogram 1	1	569.860232984	569.937095485	3358.871	4188.710	4-added-channels.wav	EATO
495	Spectrogram 1	1	571.427061390	571.583265829	4070.161	7389.516	4-added-channels.wav	COYE
496	Spectrogram 1	1	573.990622881	574.136909578	7824.194	8614.516	4-added-channels.wav	SOSP
497	Spectrogram 1	1	574.907839178	574.962386760	6836.290	7429.032	4-added-channels.wav	SOSP
498	Spectrogram 1	1	576.590490952	576.702065551	2766.129	4109.677	4-added-channels.wav	EATO
499	Spectrogram 1	1	578.520201612	578.567310887	4030.645	4781.452	4-added-channels.wav	NHWR
500	Spectrogram 1	1	580.105980549	580.185322486	3358.871	3951.613	4-added-channels.wav	SOSP
501	Spectrogram 1	1	583.452159003	583.685225943	3437.903	4386.290	4-added-channels.wav	EATO
502	Spectrogram 1	1	586.316442297	586.363551572	3872.581	4820.968	4-added-channels.wav	NHWR
503	Spectrogram 1	1	589.475778419	589.584873582	2845.161	3556.452	4-added-channels.wav	BLJA
504	Spectrogram 1	1	589.936953428	590.271677225	2647.581	3477.419	4-added-channels.wav	BLJA
505	Spectrogram 1	1	590.738520921	590.926958022	4346.774	6915.323	4-added-channels.wav	COYE
506	Spectrogram 1	1	595.846517947	596.104379242	2212.903	3635.484	4-added-channels.wav	EATO
507	Spectrogram 1	1	597.381998358	597.540682232	4267.742	5176.613	4-added-channels.wav	RWBL
508	Spectrogram 1	1	598.480388299	598.510141526	3951.613	4662.903	4-added-channels.wav	NHWR
509	Spectrogram 1	1	601.105761115	601.204938537	4583.871	5216.129	4-added-channels.wav	TWBL
