Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species	Notes
337	Spectrogram 1	1	128.993785071	129.125448336	2594.118	3433.391	GCFL	
338	Spectrogram 1	1	129.009744255	129.097519765	7343.642	8793.296	TUTI	
339	Spectrogram 1	1	129.334599483	129.438334177	2403.374	3185.424	AMRO	
340	Spectrogram 1	1	129.821041445	129.942730221	171.670	667.604	Green Frog	
341	Spectrogram 1	1	130.060429200	130.247949608	5989.360	7439.014	TUTI	
342	Spectrogram 1	1	129.948714915	130.024521037	2765.787	3204.498	TUTI	
343	Spectrogram 1	1	125.734747800	125.812548821	2689.490	3109.126	TUTI	
344	Spectrogram 1	1	125.880375351	126.077870249	5722.318	7496.237	TUTI	
345	Spectrogram 1	1	131.206341362	131.336009729	3948.400	6313.625	COYE	
346	Spectrogram 1	1	132.409792715	132.473629449	2670.415	3185.424	TUTI	
347	Spectrogram 1	1	132.557415163	132.780843734	5760.467	7324.567	TUTI	
348	Spectrogram 1	1	133.473073325	133.666578427	3891.176	4387.111	EWPE	
349	Spectrogram 1	1	133.069790799	133.131632636	2422.448	2765.787	RBWO	
350	Spectrogram 1	1	133.760025492	133.889693859	2288.927	3166.349	AMRO	
351	Spectrogram 1	1	133.913632635	133.967494879	2689.490	3070.978	TUTI	
352	Spectrogram 1	1	134.053275491	134.274709165	5913.062	7763.279	TUTI	
353	Spectrogram 1	1	134.526066307	134.645760184	858.348	1373.356	RBWO	
354	Spectrogram 1	1	135.251896024	135.325707249	2384.299	2765.787	TUTI	
355	Spectrogram 1	1	135.537166432	135.682793983	724.827	1239.836	RBWO	
356	Spectrogram 1	1	136.093429823	136.189184925	7210.121	8144.766	TUTI	
357	Spectrogram 1	1	134.924419621	135.030149212	7019.377	8354.585	TUTI	
358	Spectrogram 1	1	136.326832884	136.556246149	915.571	1869.291	RBWO	
359	Spectrogram 1	1	136.212810561	136.320535051	2460.597	3433.391	SOSP	
360	Spectrogram 1	1	137.192305458	137.413739131	782.050	1602.249	RBWO	
361	Spectrogram 1	1	137.900181382	137.983967096	4673.227	5626.946	SOSP	
362	Spectrogram 1	1	137.954043626	138.033839545	1926.514	2899.308	RBWO	
363	Spectrogram 1	1	138.476706891	138.612359952	1068.166	1754.844	RBWO	
364	Spectrogram 1	1	139.443606122	139.692968366	6504.369	7229.196	SOSP	
365	Spectrogram 1	1	140.520851018	140.670468365	4043.772	6275.476	COYE	
366	Spectrogram 1	1	140.796146936	140.877937752	171.670	534.083	Green Frog	
367	Spectrogram 1	1	142.140394731	142.274052894	2384.299	2823.010	AMRO	
368	Spectrogram 1	1	141.787297793	141.861109018	1297.059	1850.216	RBWO	
369	Spectrogram 1	1	142.597754248	142.687524656	2613.192	3261.721	AMRO	
370	Spectrogram 1	1	142.986759350	143.112437921	1258.910	1888.365	RBWO	
371	Spectrogram 1	1	143.262055268	143.301953227	4673.227	5989.360	NOCA	
372	Spectrogram 1	1	143.706604373	143.860211516	2594.118	3624.135	AMRO	
373	Spectrogram 1	1	144.895250128	145.114688903	3833.953	4234.516	EWPE	
374	Spectrogram 1	1	144.855352169	144.981030740	2555.969	3490.614	AMRO	
375	Spectrogram 1	1	145.150597066	145.292234821	6676.038	7152.898	SOSP	
376	Spectrogram 1	1	145.519653188	145.593464412	2708.564	3490.614	REVI	
377	Spectrogram 1	1	145.992130576	146.055967311	6485.294	7934.948	TUTI	
378	Spectrogram 1	1	146.584615269	146.802059147	2403.374	3509.689	AMRO	
379	Spectrogram 1	1	147.340055317	147.419851235	2384.299	3280.796	AMRO	
380	Spectrogram 1	1	148.501085927	148.562927764	5035.640	5646.021	SOSP	
381	Spectrogram 1	1	149.123494090	149.179351232	6542.517	7038.452	SOSP	
382	Spectrogram 1	1	148.985846131	149.083596131	152.595	610.381	Green Frog	
383	Spectrogram 1	1	150.324950256	150.406741072	2231.704	2746.713	SOSP	
384	Spectrogram 1	1	152.033951527	152.101778057	114.446	610.381	Green Frog	
385	Spectrogram 1	1	151.818502547	151.860395404	2975.606	3719.507	COYE	
386	Spectrogram 1	1	152.225461730	152.361114791	3967.474	6733.261	COYE	
387	Spectrogram 1	1	153.110883284	153.222597570	2365.225	2842.085	AMRO	
388	Spectrogram 1	1	153.597638385	153.703367977	2536.894	3147.275	AMRO	
389	Spectrogram 1	1	153.823061854	153.932781242	6790.484	8201.990	TUTI	
390	Spectrogram 1	1	154.525793820	154.661446881	4062.846	4425.260	EWPE	
391	Spectrogram 1	1	154.316329534	154.414079534	3166.349	4081.920	COYE	
392	Spectrogram 1	1	155.088355043	155.146207084	6275.476	7419.939	TUTI	
393	Spectrogram 1	1	155.562827618	155.656587822	4177.292	5855.839	REVI	
394	Spectrogram 1	1	155.714439863	155.872036801	2498.746	3833.953	REVI	
395	Spectrogram 1	1	156.612671828	156.664539175	2727.638	3242.647	AMRO	
396	Spectrogram 1	1	156.957789174	157.033595296	2365.225	3757.656	REVI	
397	Spectrogram 1	1	157.334824888	157.753753459	4577.855	5245.458	BHCO	
398	Spectrogram 1	1	158.014771952	158.218251544	4997.491	9117.561	BHCO	
399	Spectrogram 1	1	158.178353584	158.306027054	2670.415	3681.358	AMRO	
400	Spectrogram 1	1	159.231659705	159.303476032	2861.159	3624.135	AMRO	
401	Spectrogram 1	1	160.455900773	160.509763017	1506.877	2212.630	Green Frog	
402	Spectrogram 1	1	160.803013017	160.954625262	3929.325	6161.029	COYE	
403	Spectrogram 1	1	161.056365057	161.122196690	2613.192	3013.754	AMRO	
404	Spectrogram 1	1	161.830072325	161.983679468	3776.730	4368.036	EWPE	
405	Spectrogram 1	1	162.578686944	162.644518576	2384.299	3528.763	REVI	
406	Spectrogram 1	1	163.841457350	164.068875717	3891.176	4482.483	EWPE	
407	Spectrogram 1	1	164.320232859	164.388059390	7038.452	7858.651	TUTI	
408	Spectrogram 1	1	165.372912703	165.690101478	3261.721	3643.209	BCCH	
409	Spectrogram 1	1	165.931170991	166.046875073	2498.746	3700.433	AMRO	
410	Spectrogram 1	1	166.798951602	166.850818949	1468.728	2269.853	Green Frog	
411	Spectrogram 1	1	167.084222010	167.162023030	2746.713	4215.441	COYE	
412	Spectrogram 1	1	167.293686295	167.343558744	2842.085	3280.796	AMRO	
413	Spectrogram 1	1	168.734217654	168.829972756	2460.597	3891.176	REVI	
414	Spectrogram 1	1	169.882125002	169.943966839	1277.984	2117.258	Green Frog	
415	Spectrogram 1	1	169.754451533	169.796344390	1545.026	2460.597	Gray Catbird	
416	Spectrogram 1	1	170.313022961	170.478599491	3910.251	4329.888	EWPE	
417	Spectrogram 1	1	170.504533164	170.584329083	2479.671	3528.763	REVI	
418	Spectrogram 1	1	170.829701531	170.965354592	3948.400	6313.625	COYE	
419	Spectrogram 1	1	172.450086556	172.545841658	4749.524	5665.095	SOSP	
420	Spectrogram 1	1	173.864997092	174.072466480	6485.294	7057.526	SOSP	
421	Spectrogram 1	1	174.880087013	174.915995176	1487.803	2365.225	GRCA	
422	Spectrogram 1	1	175.763513669	176.110625913	38.149	457.785	Bullfrog	
423	Spectrogram 1	1	176.020542366	176.108317876	6695.112	7820.502	TUTI	
424	Spectrogram 1	1	176.220032162	176.375634202	1850.216	3032.829	TUTI	
425	Spectrogram 1	1	177.201208817	177.612157796	19.074	438.711	Bullfrog	
426	Spectrogram 1	1	177.807657796	177.949295551	3280.796	3681.358	BCCH	
427	Spectrogram 1	1	177.999168000	178.068989428	1106.315	1659.472	AMCR	
428	Spectrogram 1	1	178.178395677	178.246222208	3261.721	4196.367	REVI	
429	Spectrogram 1	1	178.539472207	178.663155880	3929.325	4463.408	EWPE	
430	Spectrogram 1	1	178.589344656	178.948426288	38.149	534.083	Bullfrog	
431	Spectrogram 1	1	178.804793635	179.008273227	5626.946	7553.460	TUTI	
432	Spectrogram 1	1	179.305199883	179.606429475	6809.559	7171.972	SOSP	
433	Spectrogram 1	1	179.859781515	180.234822331	19.074	400.562	Bullfrog	
434	Spectrogram 1	1	180.604406338	180.813870623	5340.830	6199.178	BLJA	
435	Spectrogram 1	1	181.119090010	181.244768581	4024.697	6161.029	COYE	
436	Spectrogram 1	1	181.833263478	181.921038988	4692.301	5588.798	SOSP	
437	Spectrogram 1	1	181.154998173	181.589885928	0.000	419.637	Bullfrog	
438	Spectrogram 1	1	182.406327077	182.835230137	19.074	400.562	Bullfrog	
439	Spectrogram 1	1	183.639174013	183.818714829	6485.294	7095.675	SOSP	
440	Spectrogram 1	1	183.954895776	184.288043734	19.074	419.637	Bullfrog	
441	Spectrogram 1	1	185.361298834	185.536849854	3948.400	4406.185	EWPE	
442	Spectrogram 1	1	185.314262019	185.398047733	1850.216	3013.754	TUTI	
444	Spectrogram 1	1	185.577588549	185.659379365	2632.266	2994.680	TUTI	
445	Spectrogram 1	1	185.693292631	185.888792630	5855.839	7706.055	TUTI	
446	Spectrogram 1	1	186.838891913	186.970555178	1010.943	1545.026	AMCR	
447	Spectrogram 1	1	187.628871503	187.842325585	2746.713	3376.168	BLJA	
449	Spectrogram 1	1	186.713213342	186.785029668	2765.787	3109.126	AMRO	
450	Spectrogram 1	1	187.435053263	187.486920610	2823.010	3147.275	AMRO	
451	Spectrogram 1	1	187.919813466	188.037512445	2460.597	3452.465	GRCA	
452	Spectrogram 1	1	188.412553261	188.456441016	1945.588	2632.266	GRCA	
453	Spectrogram 1	1	188.899308362	189.032966525	3986.548	4444.334	EWPE	
454	Spectrogram 1	1	189.055438288	189.117280125	7000.303	7915.874	TUTI	
455	Spectrogram 1	1	189.159172982	189.314775022	6714.187	7038.452	SOSP	
456	Spectrogram 1	1	189.264902573	189.364647471	2727.638	3872.102	REVI	
457	Spectrogram 1	1	189.179121961	189.228994410	1144.464	2193.555	GRCA	
458	Spectrogram 1	1	189.520249512	189.580096450	57.223	553.157	Green Frog	
459	Spectrogram 1	1	190.819455966	190.933165149	3891.176	6275.476	COYE	
460	Spectrogram 1	1	190.450399844	190.550144742	2498.746	3395.242	GRCA	
461	Spectrogram 1	1	191.350098822	191.427899842	190.744	705.753	Green Frog	
462	Spectrogram 1	1	191.507695761	191.639359026	4863.971	5588.798	SOSP	
463	Spectrogram 1	1	192.340096093	192.376004257	1335.208	2136.332	GRCA	
464	Spectrogram 1	1	193.465218540	193.620820581	6561.592	6962.154	SOSP	
465	Spectrogram 1	1	193.317596092	193.385422622	76.298	705.753	Green Frog	
466	Spectrogram 1	1	194.613966624	194.687777849	3528.763	4520.631	GCFL	
467	Spectrogram 1	1	194.835400297	194.903226828	2441.522	3299.870	REVI	
468	Spectrogram 1	1	195.528157773	195.566060834	1392.431	2231.704	GRCA	
469	Spectrogram 1	1	195.701713895	195.745601650	1125.389	2155.407	GRCA	
470	Spectrogram 1	1	195.292759814	195.336647569	1621.324	2060.035	GRCA	
471	Spectrogram 1	1	196.158545527	196.248315935	7019.377	9003.114	TUTI	
472	Spectrogram 1	1	195.653679631	195.763399018	3805.342	4396.648	EWPE	
473	Spectrogram 1	1	196.177340344	196.259131160	2346.151	3605.061	REVI	
474	Spectrogram 1	1	196.589129770	196.932252219	2327.076	3261.721	BLJA	
475	Spectrogram 1	1	196.750716505	196.884374668	1068.166	1545.026	AMCR	
476	Spectrogram 1	1	196.980129770	197.047956300	1201.687	1487.803	AMCR	
477	Spectrogram 1	1	197.367139973	197.512767524	3986.548	4272.664	EWPE	
478	Spectrogram 1	1	197.309287932	197.361155279	2594.118	3376.168	REVI	
479	Spectrogram 1	1	198.325218877	198.462866836	6733.261	7114.749	SOSP	
480	Spectrogram 1	1	198.436933162	198.522713775	2384.299	3223.573	REVI	
481	Spectrogram 1	1	198.887780100	199.137142345	4463.408	5264.533	BLJA	
482	Spectrogram 1	1	198.638417856	198.738162754	76.298	705.753	Green Frog	
483	Spectrogram 1	1	200.440025456	200.569693824	4005.623	6180.104	COYE	
484	Spectrogram 1	1	202.083508522	202.157319746	4730.450	5722.318	SOSP	
485	Spectrogram 1	1	202.870314609	203.024039612	1015.854	1553.659	RBWO	
486	Spectrogram 1	1	204.370353160	204.595981794	7529.268	8067.073	SOSP	
487	Spectrogram 1	1	204.695159215	204.776980588	2270.732	3884.146	GRCA	
488	Spectrogram 1	1	205.165012249	205.219559831	2599.390	3017.683	TUTI	
489	Spectrogram 1	1	205.286504590	205.467503384	5676.829	7469.512	TUTI	
490	Spectrogram 1	1	205.830115463	206.003675951	3914.024	4392.073	EWPE	
491	Spectrogram 1	1	205.738376349	205.921854578	6812.195	7200.610	SOSP	
492	Spectrogram 1	1	206.473518867	206.580134595	2270.732	3854.268	REVI	
493	Spectrogram 1	1	207.346280175	207.423142676	179.268	806.707	Green Frog	
494	Spectrogram 1	1	207.007855221	207.064882239	1284.756	2360.366	COGR	
495	Spectrogram 1	1	207.481427408	207.617796363	2270.732	3585.366	REVI	
496	Spectrogram 1	1	207.922777651	208.074023219	735.000	1975.312	RBWO	
497	Spectrogram 1	1	207.835997407	208.071543783	2802.187	4410.000	TUTI	
498	Spectrogram 1	1	207.692190146	207.774011519	964.687	1561.875	AMCR	
499	Spectrogram 1	1	208.321966772	208.428582500	1010.625	1745.625	AMCR	
500	Spectrogram 1	1	208.730261377	208.898862993	2250.937	3858.750	REVI	
501	Spectrogram 1	1	208.834397669	208.931095655	7120.312	8544.375	TUTI	
502	Spectrogram 1	1	208.755055732	208.846794847	1010.625	1561.875	AMCR	
503	Spectrogram 1	1	209.615419862	209.704679541	826.875	1653.750	AMCR	
504	Spectrogram 1	1	209.595584378	209.761706559	3215.625	3675.000	EWPE	
505	Spectrogram 1	1	209.097217836	209.208792435	964.687	1653.750	AMCR	
506	Spectrogram 1	1	210.598131422	210.734500376	3812.812	6569.062	COYE	
507	Spectrogram 1	1	211.327085469	211.371715308	1010.625	2756.250	GRCA	
508	Spectrogram 1	1	212.778410429	212.860231802	3491.250	5650.312	SOSP	
509	Spectrogram 1	1	211.865978153	212.002347107	4869.375	5282.812	BLJA	
510	Spectrogram 1	1	211.712253150	211.781677345	2113.125	3399.375	REVI	
511	Spectrogram 1	1	214.226443781	214.338018380	45.937	689.062	Green Frog	
512	Spectrogram 1	1	214.108702848	214.180606479	1056.562	1561.875	AMCR	
513	Spectrogram 1	1	215.036011738	215.110394804	1010.625	1607.812	AMCR	
514	Spectrogram 1	1	215.968717793	216.033183116	2940.000	3720.937	REVI	
515	Spectrogram 1	1	215.579446414	215.673664964	1056.562	1653.750	AMCR	
516	Spectrogram 1	1	216.323277074	216.422454495	4410.000	7993.125	OVEN	
517	Spectrogram 1	1	216.798099729	216.894797714	2940.000	4455.937	OVEN	
518	Spectrogram 1	1	217.945287537	218.153560122	2388.750	3812.812	REVI	
519	Spectrogram 1	1	218.116368589	218.334558916	1699.687	1975.312	BLJA	
520	Spectrogram 1	1	218.790796554	218.867659056	5236.875	7395.937	DOWO	
521	Spectrogram 1	1	219.886707060	220.018117143	4042.500	6431.250	COYE	
522	Spectrogram 1	1	219.428011486	219.492476810	91.875	826.875	Green Frog	
523	Spectrogram 1	1	220.402429651	220.481771588	183.750	964.687	Green Frog	
524	Spectrogram 1	1	218.718892924	218.773440505	3353.437	3858.750	EWPE	
525	Spectrogram 1	1	220.981410098	221.043395986	964.687	1470.000	AMCR	
526	Spectrogram 1	1	221.611186724	221.678131483	918.750	1607.812	AMCR	
527	Spectrogram 1	1	221.221915345	221.291339540	3812.812	6063.750	SOSP	
528	Spectrogram 1	1	222.608358102	222.789356896	6385.312	7212.187	SOSP	
529	Spectrogram 1	1	224.627056836	224.716316515	45.937	780.937	Green Frog	
530	Spectrogram 1	1	224.160922956	224.274976990	2205.000	3537.187	REVI	
531	Spectrogram 1	1	224.529129883	224.601033513	6201.562	7395.937	TUTI	
532	Spectrogram 1	1	225.539510612	225.784974730	3858.750	4501.875	EWPE	
533	Spectrogram 1	1	225.274211010	225.341155770	6201.562	7625.625	TUTI	
534	Spectrogram 1	1	225.903987636	226.072589252	2388.750	5099.062	REVI	
535	Spectrogram 1	1	226.770122440	226.894094216	1745.625	3353.437	VEER	
536	Spectrogram 1	1	223.588151392	223.652616715	1883.437	2618.437	VEER	
537	Spectrogram 1	1	227.292075784	227.386294335	2342.812	3858.750	REVI	
538	Spectrogram 1	1	228.186756633	228.318166716	4364.062	7993.125	OVEN	
539	Spectrogram 1	1	228.407426395	228.484288897	7579.687	8820.000	TUTI	
540	Spectrogram 1	1	228.950422777	229.086791732	2205.000	3583.125	VEER	
541	Spectrogram 1	1	229.451268755	229.587637709	4042.500	6569.062	COYE	
542	Spectrogram 1	1	229.911236211	230.000495891	7533.750	8957.812	TUTI	
543	Spectrogram 1	1	229.950907180	230.005454762	137.812	689.062	Green Frog	
544	Spectrogram 1	1	230.786476955	230.940201958	2113.125	3629.062	REVI	
545	Spectrogram 1	1	231.054255993	231.098885832	7350.000	8176.875	TUTI	
546	Spectrogram 1	1	231.180707205	231.230295915	2480.625	3123.750	REVI	
547	Spectrogram 1	1	231.501865428	231.583686801	7212.187	8314.687	TUTI	
548	Spectrogram 1	1	233.132938630	233.197403954	4501.875	5971.875	SOSP	
549	Spectrogram 1	1	231.839068661	231.893616242	2113.125	2526.562	BLJA	
550	Spectrogram 1	1	236.703807177	236.817861212	2388.750	4685.625	REVI	
551	Spectrogram 1	1	236.711245484	236.775710808	7625.625	8911.875	TUTI	
552	Spectrogram 1	1	237.457555580	237.613760018	1148.437	2067.187	RBWO	
553	Spectrogram 1	1	237.194340034	237.281120278	4777.500	5558.437	SOSP	
554	Spectrogram 1	1	237.672871092	237.900979161	3904.687	4410.000	EWPE	
555	Spectrogram 1	1	238.134046101	238.258017878	2342.812	3858.750	REVI	
556	Spectrogram 1	1	237.520791681	237.607571925	7120.312	7947.187	TUTI	
557	Spectrogram 1	1	238.507233144	238.601451695	2848.125	4639.687	AGOL	
558	Spectrogram 1	1	236.277760720	236.357102658	2664.375	4180.312	AGOL	
559	Spectrogram 1	1	239.539095121	239.682902381	3812.812	6339.375	COYE	
560	Spectrogram 1	1	239.722573350	239.819271336	1010.625	1653.750	AMCR	
561	Spectrogram 1	1	240.057297147	240.203583844	1929.375	3031.875	SCTA	
562	Spectrogram 1	1	240.683386869	240.757769935	6706.875	7717.500	TUTI	
563	Spectrogram 1	1	241.191671154	241.248698171	4961.250	6936.562	TUTI	
564	Spectrogram 1	1	241.464409062	241.536312693	7304.062	8268.750	TUTI	
565	Spectrogram 1	1	241.607820944	241.706998365	2021.250	2618.437	AMRO	
566	Spectrogram 1	1	242.693813708	242.768196774	45.937	643.125	Green Frog	
567	Spectrogram 1	1	242.887209679	242.961592745	45.937	689.062	Green Frog	
568	Spectrogram 1	1	241.477639829	241.539625717	3353.437	4088.437	REVI	
569	Spectrogram 1	1	242.478936405	242.605387617	3077.812	3950.625	REVI	
570	Spectrogram 1	1	242.734318265	242.840933993	2113.125	3950.625	REVI	
571	Spectrogram 1	1	243.282273518	243.346738842	7350.000	8314.687	TUTI	
572	Spectrogram 1	1	244.312928026	244.454255852	2159.062	3399.375	REVI	
573	Spectrogram 1	1	245.203066798	245.270011557	2756.250	3766.875	OVEN	
574	Spectrogram 1	1	245.689036162	245.760939793	2894.062	4226.250	REVI	
575	Spectrogram 1	1	247.037870508	247.089938654	2296.875	3353.437	REVI	
576	Spectrogram 1	1	247.367635434	247.422183016	4869.375	5374.687	SOSP	
577	Spectrogram 1	1	248.897885452	248.952433034	5696.250	6569.062	COYE	
578	Spectrogram 1	1	248.920200372	248.992104003	2480.625	4318.125	REVI	
579	Spectrogram 1	1	248.506134638	248.610270930	2894.062	4364.062	REVI	
580	Spectrogram 1	1	249.902495138	249.966960462	183.750	872.812	Green Frog	
581	Spectrogram 1	1	249.446278999	249.505785452	3399.375	6063.750	SOSP	
582	Spectrogram 1	1	251.110835416	251.267039855	6431.250	7074.375	SOSP	
583	Spectrogram 1	1	251.859624947	251.983596724	3996.562	6477.187	COYE	
584	Spectrogram 1	1	252.884486996	252.921678529	91.875	780.937	Green Frog	
585	Spectrogram 1	1	253.348141441	253.442359991	7395.937	8360.625	TUTI	
586	Spectrogram 1	1	253.459320660	253.526265420	4869.375	5328.750	SOSP	
587	Spectrogram 1	1	254.773421493	254.860201737	6293.437	6890.625	SOSP	
588	Spectrogram 1	1	254.360189348	254.409778058	2664.375	3215.625	REVI	
589	Spectrogram 1	1	254.608132901	254.684995403	2526.562	3583.125	REVI	
590	Spectrogram 1	1	255.106103979	255.252390676	91.875	964.687	Green Frog	
591	Spectrogram 1	1	255.696209636	255.807784235	0.000	689.062	Green Frog	
592	Spectrogram 1	1	255.956550367	256.040851175	2159.062	2848.125	WBNU	
593	Spectrogram 1	1	255.346609226	255.411074550	5512.500	6752.812	TUTI	
594	Spectrogram 1	1	255.726818036	255.796242231	2113.125	2480.625	WBNU	
595	Spectrogram 1	1	256.554949504	256.626853135	7395.937	8314.687	TUTI	
596	Spectrogram 1	1	255.982199896	256.044185784	6247.500	7166.250	TUTI	
597	Spectrogram 1	1	257.333492262	257.397957586	6385.312	7441.875	TUTI	
598	Spectrogram 1	1	257.591353557	257.670695494	7350.000	8176.875	TUTI	
599	Spectrogram 1	1	256.416101114	256.525196278	2250.937	3675.000	REVI	
600	Spectrogram 1	1	257.095466451	257.402916457	3353.437	3812.812	BCCH	
601	Spectrogram 1	1	256.799184654	256.836376187	3996.562	5650.312	RWBL	
602	Spectrogram 1	1	258.487701753	258.567043690	2434.687	3583.125	GRCA	
603	Spectrogram 1	1	259.226178162	259.317917277	4364.062	5834.062	SOSP	
604	Spectrogram 1	1	258.777400331	258.888974930	1056.562	1424.062	AMCR	
605	Spectrogram 1	1	259.025343884	259.131959612	964.687	1699.687	AMCR	
606	Spectrogram 1	1	259.250972518	259.355108810	1010.625	1515.937	AMCR	
607	Spectrogram 1	1	259.441889054	259.548504782	1056.562	1699.687	AMCR	
608	Spectrogram 1	1	259.795219283	259.884478962	964.687	1607.812	AMCR	
609	Spectrogram 1	1	260.132422515	260.234079372	1102.500	1653.750	AMCR	
610	Spectrogram 1	1	259.981176948	260.030765658	3720.937	4777.500	COYE	
611	Spectrogram 1	1	261.216791017	261.385392633	6339.375	7120.312	SOSP	
612	Spectrogram 1	1	261.754828528	261.901115224	2618.437	6523.125	COYE	
613	Spectrogram 1	1	260.487003296	260.593619024	1056.562	1607.812	AMCR	
614	Spectrogram 1	1	262.344122011	262.418505077	91.875	1010.625	Green Frog	
615	Spectrogram 1	1	263.287557982	263.371858790	7258.125	9233.437	TUTI	
616	Spectrogram 1	1	263.131353543	263.188380560	2985.937	4042.500	OVEN	
617	Spectrogram 1	1	263.715688070	263.780153394	2802.187	4226.250	OVEN	
618	Spectrogram 1	1	265.024017859	265.098400925	1561.875	2756.250	GRCA	
619	Spectrogram 1	1	264.267790021	264.371926313	2434.687	4180.312	GRCA	
620	Spectrogram 1	1	265.702175642	265.783997015	4088.437	4501.875	SOSP	
621	Spectrogram 1	1	268.606449741	268.668435629	2985.937	4410.000	REVI	
622	Spectrogram 1	1	267.037779221	267.122080029	7350.000	8406.562	TUTI	
623	Spectrogram 1	1	268.618034745	268.684979504	7579.687	8452.500	TUTI	
624	Spectrogram 1	1	268.622598237	268.677145818	91.875	872.812	Green Frog	
625	Spectrogram 1	1	269.487921238	269.755700276	3123.750	3950.625	EWPE	
626	Spectrogram 1	1	269.966452296	270.182163187	2664.375	3629.062	REVI	
627	Spectrogram 1	1	270.261526624	270.392936708	1561.875	2021.250	AMCR	
628	Spectrogram 1	1	270.588812115	270.687989536	1240.312	1699.687	AMCR	
629	Spectrogram 1	1	270.949580735	271.014046059	2710.312	4134.375	OVEN	
630	Spectrogram 1	1	271.557042441	271.658699297	2756.250	4272.187	REVI	
631	Spectrogram 1	1	271.487618246	271.547124698	1240.312	2113.125	Green Frog	
632	Spectrogram 1	1	272.107477129	272.315749714	872.812	2021.250	RBWO	
633	Spectrogram 1	1	272.050450112	272.129792049	3629.062	6201.562	SOSP	
634	Spectrogram 1	1	272.936880480	273.155070807	872.812	2021.250	RBWO	
635	Spectrogram 1	1	272.827785317	272.912086125	4042.500	6063.750	COYE	
636	Spectrogram 1	1	274.345221363	274.417124994	45.937	964.687	Green Frog	
637	Spectrogram 1	1	274.642753627	274.714657258	91.875	1056.562	Green Frog	
638	Spectrogram 1	1	274.129510472	274.345221363	7625.625	8406.562	SOSP	
639	Spectrogram 1	1	275.038651054	275.113034120	2159.062	2664.375	SOSP	
640	Spectrogram 1	1	275.172540573	275.370895416	2388.750	4364.062	REVI	
641	Spectrogram 1	1	275.768866234	275.833331558	505.312	1699.687	GRHE	I'm inclined toward this being a Green Heron, but leave it unassigned if Chris didn't get one, since it's so faint and there are chickens nearby.
642	Spectrogram 1	1	276.032926118	276.089953136	3537.187	5834.062	EAPH	
643	Spectrogram 1	1	276.456909595	276.627990646	2434.687	4180.312	REVI	
644	Spectrogram 1	1	277.068517828	277.130503716	964.687	1515.937	BLJA	
645	Spectrogram 1	1	277.662353303	277.716900885	137.812	964.687	Green Frog	
646	Spectrogram 1	1	277.751612983	278.049145247	3675.000	4272.187	BCCH	
647	Spectrogram 1	1	278.721093691	278.847544904	2205.000	3950.625	REVI	
648	Spectrogram 1	1	279.476926065	279.541391389	2710.312	3996.562	OVEN	
649	Spectrogram 1	1	280.481097456	280.525727296	6385.312	7074.375	OVEN	
650	Spectrogram 1	1	280.812946438	280.966671442	2205.000	3307.500	REVI	
651	Spectrogram 1	1	281.440265128	281.499771581	0.000	780.937	Green Frog	
652	Spectrogram 1	1	282.224600261	282.348572037	3720.937	6247.500	COYE	
653	Spectrogram 1	1	282.646104301	282.715528496	4226.250	5880.000	SOSP	
654	Spectrogram 1	1	283.268047241	283.577976683	0.000	367.500	Bullfrog	
655	Spectrogram 1	1	284.427632397	284.675575951	6385.312	7074.375	SOSP	
656	Spectrogram 1	1	285.511145726	285.778924763	3858.750	4226.250	EWPE	
657	Spectrogram 1	1	284.568960223	284.633425547	1102.500	1561.875	AMCR	
658	Spectrogram 1	1	286.483939628	286.593034792	1745.625	2388.750	REVI	
659	Spectrogram 1	1	287.431084002	287.493069890	2802.187	4226.250	REVI	
660	Spectrogram 1	1	286.612870276	286.726924310	91.875	872.812	Green Frog	
661	Spectrogram 1	1	287.272400128	287.336865452	91.875	780.937	Green Frog	
662	Spectrogram 1	1	288.432797373	288.554289714	2113.125	4410.000	REVI	
663	Spectrogram 1	1	289.435344502	289.502289261	321.562	2067.187	Chicken	
664	Spectrogram 1	1	289.695685233	290.018011852	3675.000	4501.875	EWPE	
665	Spectrogram 1	1	289.209715868	289.294016676	2434.687	3031.875	REVI	
666	Spectrogram 1	1	290.181654597	290.486625168	3261.562	3583.125	BCCH	
667	Spectrogram 1	1	290.724255600	290.840789070	2572.500	4364.062	REVI	
668	Spectrogram 1	1	291.199911843	291.259418296	6660.937	8452.500	TUTI	
669	Spectrogram 1	1	291.589183222	291.951180810	735.000	1607.812	Chicken	
670	Spectrogram 1	1	292.350369931	292.494177192	3858.750	6523.125	COYE	
671	Spectrogram 1	1	293.297952599	293.379773971	0.000	735.000	Green Frog	
672	Spectrogram 1	1	293.188857435	293.513663490	1010.625	1837.500	Chicken	
674	Spectrogram 1	1	294.662092477	294.766228770	2342.812	3720.937	REVI	
675	Spectrogram 1	1	294.791023125	294.853009013	3720.937	5880.000	SOSP	
676	Spectrogram 1	1	295.512977075	295.622072238	45.937	780.937	Green Frog	
677	Spectrogram 1	1	296.016302488	296.098123861	2480.625	3583.125	REVI	
678	Spectrogram 1	1	296.393176689	296.450203707	2067.187	2618.437	SOSP	
679	Spectrogram 1	1	297.634847661	297.800969842	1580.645	2647.581	Chicken	
680	Spectrogram 1	1	299.111341404	299.203080518	2647.581	4386.290	REVI	
